semantic_group_id,records,pair_count,pair_similarity_min,pair_similarity_p05,pair_similarity_median,pair_similarity_mean,share_pairs_at_or_ab_threshold
673ea3da531ccf035a4b16a841f5cd1f4f144cce,2,1,0.9667966961860657,0.9667966961860657,0.9667966961860657,0.9667966961860657,1.0
a502d9c419f62d98b2d46e0995395790f8d76a45,4,6,0.9502198696136475,0.9505563974380493,0.9613528251647949,0.9614324569702148,1.0
92f89475f99ecdc13a1ffa751c4157f256b944a3,2,1,0.9706243872642517,0.9706243872642517,0.9706243872642517,0.9706243872642517,1.0
27e128562d6b0f3c7077946ef403af540e8f9394,2,1,0.9668979644775391,0.9668979644775391,0.9668979644775391,0.9668979644775391,1.0
cbd031ef21913c64013e633c99b4e676dbecb8e4,2,1,0.9859678149223328,0.9859678149223328,0.9859678149223328,0.9859678149223328,1.0
9516993e6fc4233b92d1c6c20af98d24f6e9f01c,2,1,0.9558115601539612,0.9558115601539612,0.9558115601539612,0.9558115601539612,1.0
0048bd5f6f011d640ec62240074cec8a66a90342,2,1,0.9940866231918335,0.9940866231918335,0.9940866231918335,0.9940866231918335,1.0
e9997ee8cba12e859329b842feba9faa3d7c71f5,3,3,0.986036479473114,0.9860700964927673,0.9863724708557129,0.9888193607330322,1.0
f773eddfad568ed0031aa3a0b3defeab8a693f43,4,6,0.9731618165969849,0.9734511375427246,0.9863786101341248,0.9852166175842285,1.0
8a1b5ed0eb3c5e332db60bbcd0ce0cd69b3bd6d2,2,1,0.9796100854873657,0.9796100854873657,0.9796100854873657,0.9796100854873657,1.0
e6433ce5614f2b74ce58bf313b7a8c52beb106b8,2,1,0.9831316471099854,0.9831316471099854,0.9831316471099854,0.9831316471099854,1.0
c1e42dcc709a1f92598b88ab165f7ae3daff4e64,2,1,0.9622778296470642,0.9622778296470642,0.9622778296470642,0.9622778296470642,1.0
6679647a2c8c061bed140d113f53be5ab56a5da6,3,3,0.9820544123649597,0.982348620891571,0.9849964380264282,0.9846900105476379,1.0
04340496b51d526933e19eee62833578cd6b4b26,2,1,0.971084475517273,0.971084475517273,0.971084475517273,0.971084475517273,1.0
ffb8537873a8a3fa635335671d5e98b0ce9e2a1d,4,6,0.9585481286048889,0.9594256281852722,0.9635552167892456,0.9684609770774841,1.0
43190dbf98209a4bf5e3be5dfc7e6d47a3dc5d21,2,1,0.9700360894203186,0.9700360894203186,0.9700360894203186,0.9700360894203186,1.0
e5b357d43616877ff708d17dd3da727167d87ecb,2,1,0.9892891049385071,0.9892891049385071,0.9892891049385071,0.9892891049385071,1.0
397e6b7d36b5df6a2266090a7c9fd7b59b25e3e4,2,1,0.9803707003593445,0.9803707003593445,0.9803707003593445,0.9803707003593445,1.0
bc9e19f71a8d79cb25ed56f7506440bfc796c6e9,2,1,0.9796093106269836,0.9796093106269836,0.9796093106269836,0.9796093106269836,1.0
fdf80eb3a0874170998b2baedd5dacef94f0a5fa,2,1,0.9891744256019592,0.9891744256019592,0.9891744256019592,0.9891744256019592,1.0
763df43a292c19096ff5d0f7bef834c350789cf4,2,1,0.9741190671920776,0.9741190671920776,0.9741190671920776,0.9741190671920776,1.0
68d675779ba971529995d68f286ac0beea43bcbc,2,1,0.9737750291824341,0.9737750291824341,0.9737750291824341,0.9737750291824341,1.0
aeafffedb81a8e6f44d9c30c097229f15b5ee914,2,1,0.9580701589584351,0.9580701589584351,0.9580701589584351,0.9580701589584351,1.0
